head,rel,tail,score,in,head_ent,rel_ent,tail_ent,uid,head_id,tail_id
18713,3,41349,60.6465950012207,False,Sotorasib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB15569,kg4rd:18876
18716,3,41349,60.634342193603516,False,Clofarabine:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00631,kg4rd:18876
16981,3,41349,60.62334442138672,False,Ritonavir:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00503,kg4rd:18876
17307,3,41349,60.6211051940918,False,Tivozanib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB11800,kg4rd:18876
17632,3,41349,60.56446838378906,False,Carboplatin:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00958,kg4rd:18876
17436,3,41349,60.46601104736328,False,Cobimetinib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB05239,kg4rd:18876
23743,3,41349,60.462120056152344,True,Atezolizumab:drug,indication,mantle cell lymphoma:disease,D008258:35045765:Ghuk84zRbR4vUf5BtjRXqY,kg4rd:DB11595,kg4rd:18876
18347,3,41349,60.44236755371094,False,Aminoglutethimide:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00357,kg4rd:18876
17328,3,41349,60.38180160522461,False,Copanlisib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB12483,kg4rd:18876
18054,3,41349,60.31922912597656,False,Lomustine:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB01206,kg4rd:18876
23741,3,41349,60.242347717285156,False,Nivolumab:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB09035,kg4rd:18876
18649,3,41349,60.069610595703125,False,Larotrectinib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB14723,kg4rd:18876
17299,3,41349,60.06019592285156,True,Acalabrutinib:drug,indication,mantle cell lymphoma:disease,D020522:35266562:ToNgKpVRuMtuRTPNSqvzCw,kg4rd:DB11703,kg4rd:18876
21330,3,41349,60.048133850097656,False,Tipifarnib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB04960,kg4rd:18876
20772,3,41349,59.939781188964844,False,Afatinib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB08916,kg4rd:18876
17035,3,41349,59.8714714050293,False,Irinotecan:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00762,kg4rd:18876
18469,3,41349,59.72765350341797,False,Elacestrant:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB06374,kg4rd:18876
18574,3,41349,59.62420654296875,False,Fostamatinib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB12010,kg4rd:18876
17603,3,41349,59.603275299072266,False,Tucatinib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB11652,kg4rd:18876
19352,3,41349,59.477256774902344,False,Topotecan:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB01030,kg4rd:18876
17906,3,41349,59.4551887512207,False,Romidepsin:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB06176,kg4rd:18876
17032,3,41349,59.42117691040039,False,Tretinoin:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB00755,kg4rd:18876
18501,3,41349,59.35411071777344,False,Regorafenib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB08896,kg4rd:18876
23820,3,41349,59.265316009521484,False,Tisagenlecleucel:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB13881,kg4rd:18876
18128,3,41349,59.264034271240234,False,Lenvatinib:drug,indication,mantle cell lymphoma:disease,,kg4rd:DB09078,kg4rd:18876
